51.509854	-0.13418	1.181979048E9
51.509854	-0.13418	1.181979028E9
51.509924	-0.135204	1.196269491E9
51.504916	-0.146736	1.2170985E9
51.507493	-0.141448	1.290612284E9
51.509854	-0.13418	1.181985005E9
51.507974	-0.139474	1.18147789E9
51.5101	-0.1337	1.187358896E9
51.510148	-0.134432	1.203700837E9
51.509798	-0.134781	1.2107232E9
51.510184	-0.134561	1.210367397E9
51.510184	-0.134561	1.210347552E9
51.510184	-0.134561	1.210347523E9
51.50713	-0.141913	1.217098789E9
51.50978	-0.134947	1.23149811E9
51.510128	-0.134581	1.23382443E9
51.509937	-0.134496	1.208115523E9
51.509937	-0.134496	1.208115945E9
51.510111	-0.134346	1.259887383E9
51.510138	-0.134995	1.26143178E9
51.510074	-0.134518	1.264790906E9
51.510612	-0.134863	1.266763675E9
51.509677	-0.135108	1.274029992E9
51.509834	-0.134475	1.246128565E9
51.510104	-0.134797	1.282049207E9
51.508545	-0.138005	1.288021824E9
51.508982	-0.138541	1.288021924E9
51.508111	-0.139507	1.288022314E9
51.508989	-0.139507	1.288022143E9
51.508989	-0.139507	1.288022077E9
51.508111	-0.139507	1.288022885E9
51.508585	-0.139088	1.288022249E9
51.508338	-0.139721	1.288022834E9
51.508545	-0.138005	1.288021851E9
51.508585	-0.139088	1.288022873E9
51.508338	-0.139721	1.288022376E9
51.508545	-0.138005	1.288021844E9
51.508765	-0.139281	1.288022158E9
51.508585	-0.139088	1.28802228E9
51.508431	-0.138434	1.288022019E9
51.508431	-0.138434	1.288022005E9
51.508585	-0.139088	1.28802228E9
51.508682	-0.137618	1.288021966E9
51.510238	-0.134582	1.291916379E9
51.510071	-0.13485	1.173459554E9
51.508194	-0.139764	1.173818552E9
51.511012	-0.130119	1.174159923E9
51.506866	-0.142714	1.174221067E9
51.506866	-0.142714	1.174221253E9
51.506866	-0.142714	1.174221323E9
51.506866	-0.142714	1.174221339E9
51.506866	-0.142714	1.174221363E9
51.506866	-0.142714	1.174220882E9
51.506866	-0.142714	1.174221464E9
51.506866	-0.142714	1.174222015E9
51.506866	-0.142714	1.174220919E9
51.506866	-0.142714	1.174222019E9
51.506866	-0.142714	1.174221496E9
51.506866	-0.142714	1.174221172E9
51.506866	-0.142714	1.174220725E9
51.506866	-0.142714	1.174220878E9
51.506866	-0.142714	1.174221119E9
51.506866	-0.142714	1.174221775E9
51.506866	-0.142714	1.174220867E9
51.506866	-0.142714	1.174221978E9
51.506866	-0.142714	1.174221454E9
51.506866	-0.142714	1.174221346E9
51.506866	-0.142714	1.174221997E9
51.506866	-0.142714	1.174220912E9
51.506866	-0.142714	1.174222115E9
51.506866	-0.142714	1.174221486E9
51.506866	-0.142714	1.174221261E9
51.506866	-0.142714	1.174221334E9
51.506866	-0.142714	1.174221461E9
51.506866	-0.142714	1.174220786E9
51.506866	-0.142714	1.174221268E9
51.506866	-0.142714	1.174221072E9
51.506866	-0.142714	1.174222029E9
51.506866	-0.142714	1.174221491E9
51.506866	-0.142714	1.174220777E9
51.506866	-0.142714	1.174222039E9
51.506866	-0.142714	1.174222054E9
51.506866	-0.142714	1.174221062E9
51.506866	-0.142714	1.174222057E9
51.506866	-0.142714	1.174223781E9
51.506866	-0.142714	1.17422303E9
51.506866	-0.142714	1.1742233E9
51.506866	-0.142714	1.174223363E9
51.506866	-0.142714	1.174223036E9
51.506866	-0.142714	1.174223339E9
51.506866	-0.142714	1.17422336E9
51.506866	-0.142714	1.174223378E9
51.506866	-0.142714	1.174223403E9
51.506866	-0.142714	1.174224003E9
51.506866	-0.142714	1.174223342E9
51.506866	-0.142714	1.174223041E9
51.506866	-0.142714	1.174223281E9
51.506866	-0.142714	1.17422335E9
51.506866	-0.142714	1.174223448E9
51.506866	-0.142714	1.174223429E9
51.506866	-0.142714	1.174223385E9
51.506866	-0.142714	1.174223276E9
51.506866	-0.142714	1.174223291E9
51.506866	-0.142714	1.174223431E9
51.506866	-0.142714	1.174223332E9
51.506866	-0.142714	1.174223312E9
51.506866	-0.142714	1.174223358E9
51.506866	-0.142714	1.174223168E9
51.506866	-0.142714	1.174223421E9
51.506866	-0.142714	1.174223786E9
51.506866	-0.142714	1.174223265E9
51.506866	-0.142714	1.174223744E9
51.506866	-0.142714	1.174223138E9
51.506866	-0.142714	1.174222124E9
51.506866	-0.142714	1.174222337E9
51.506866	-0.142714	1.174222761E9
51.506866	-0.142714	1.174222139E9
51.506866	-0.142714	1.174222118E9
51.506866	-0.142714	1.174222856E9
51.506866	-0.142714	1.174222351E9
51.506866	-0.142714	1.174222848E9
51.506866	-0.142714	1.174222826E9
51.506866	-0.142714	1.174222272E9
51.506866	-0.142714	1.174223023E9
51.510051	-0.134936	1.173113895E9
51.508842	-0.137221	1.175502422E9
51.510144	-0.134453	1.176567358E9
51.510144	-0.134453	1.176567419E9
51.510144	-0.134453	1.176567406E9
51.510144	-0.134453	1.176567426E9
51.510144	-0.134453	1.176583736E9
51.510144	-0.134453	1.176567512E9
51.510051	-0.134904	1.172168696E9
51.509951	-0.13426	1.179758886E9
51.510057	-0.13463	1.182177083E9
51.510037	-0.134936	1.182610178E9
51.510017	-0.134614	1.181162872E9
51.510164	-0.134389	1.182091032E9
51.506799	-0.14265	1.186595108E9
51.509997	-0.134732	1.17805398E9
51.508819	-0.141373	1.189761304E9
51.510451	-0.135896	1.188524898E9
51.510067	-0.134888	1.193505262E9
51.510011	-0.1344	1.183154149E9
51.510011	-0.1344	1.183154159E9
51.510011	-0.1344	1.185658311E9
51.510138	-0.134174	1.196968761E9
51.509256	-0.136513	1.197464539E9
51.503867	-0.149077	1.197474193E9
51.503867	-0.149077	1.197467807E9
51.50988	-0.134582	1.196937764E9
51.50988	-0.134582	1.196937861E9
51.510077	-0.134577	1.196191356E9
51.510077	-0.135129	1.1981816E9
51.508451	-0.137575	1.200602911E9
51.508451	-0.137575	1.200602264E9
51.508451	-0.137575	1.200599015E9
51.508451	-0.137575	1.200601222E9
51.508451	-0.137575	1.200602154E9
51.508451	-0.137575	1.200601644E9
51.509824	-0.13617	1.202911114E9
51.509353	-0.135955	1.20290769E9
51.509353	-0.135955	1.202907682E9
51.510148	-0.134432	1.203701004E9
51.510148	-0.134432	1.203700981E9
51.510331	-0.134695	1.2053485E9
51.510331	-0.134695	1.205348482E9
51.510131	-0.134662	1.208318279E9
