"lat" "lon" "time"
"174" 51.510845 -0.129754 1208857529
"175" 51.504702 -0.147993 1209905771
"176" 51.504702 -0.147993 1209905742
"177" 51.504702 -0.147993 1209905370
"178" 51.504702 -0.147993 1209905765
"179" 51.510134 -0.13441 1210857274
"180" 51.510031 -0.134614 1212942879
"181" 51.510097 -0.135601 1212941748
"182" 51.510341 -0.135097 1212941902
"183" 51.505244 -0.146169 1213896117
"184" 51.510041 -0.135478 1216657709
"185" 51.509971 -0.134872 1216336511
"186" 51.510291 -0.134721 1195996290
"187" 51.506711 -0.131963 1214683581
"188" 51.509918 -0.134035 1216725235
"189" 51.509533 -0.135602 1220026001
"190" 51.509533 -0.135602 1220026033
"191" 51.509533 -0.135602 1220025963
"192" 51.509533 -0.135602 1220025944
"193" 51.504937 -0.146183 1177579841
"194" 51.510044 -0.134475 1220826050
"195" 51.510116 -0.134598 1222527888
"196" 51.510116 -0.134598 1222544201
"197" 51.510116 -0.134598 1222544108
"198" 51.510116 -0.134598 1222544450
"199" 51.510116 -0.134598 1222544277
"200" 51.510116 -0.134598 1222544374
"201" 51.510116 -0.134598 1222527887
"202" 51.510116 -0.134598 1222544186
"203" 51.510116 -0.134598 1222527794
"204" 51.510116 -0.134598 1222544412
"205" 51.510116 -0.134598 1222544140
"206" 51.501869 -0.140617 1222521796
"207" 51.510226 -0.134561 1224574238
"208" 51.510226 -0.134561 1224574234
"209" 51.510226 -0.134561 1224574210
"210" 51.510226 -0.134561 1224574242
"211" 51.509837 -0.138005 1227907625
"212" 51.509837 -0.138005 1227909748
"213" 51.509837 -0.138005 1227906319
"214" 51.509837 -0.138005 1227907279
"215" 51.509837 -0.138005 1227905409
"216" 51.509837 -0.138005 1227905087
"217" 51.509837 -0.138005 1227907304
"218" 51.509837 -0.138005 1227904882
"219" 51.509837 -0.138005 1227904845
"220" 51.509837 -0.138005 1227904949
"221" 51.509837 -0.138005 1227904936
"222" 51.509837 -0.138005 1227904865
"223" 51.510128 -0.134807 1203012819
"224" 51.510128 -0.134807 1203012819
"225" 51.510144 -0.134367 1228057882
"226" 51.510272 -0.134555 1230564402
"227" 51.510144 -0.134367 1230927455
"228" 51.510144 -0.134367 1230926934
"229" 51.510346 -0.135097 1230926735
"230" 51.509924 -0.134539 1230047934
"231" 51.509957 -0.134829 1231610640
"232" 51.510151 -0.133949 1208627617
"233" 51.509777 -0.135031 1234713547
"234" 51.509777 -0.135031 1234713510
"235" 51.51 -0.134334 1237402581
"236" 51.510017 -0.134721 1239027827
"237" 51.500872 -0.121182 1241105072
"238" 51.509807 -0.134904 1242223441
"239" 51.50985 -0.134475 1243852458
"240" 51.510154 -0.134754 1187366823
"241" 51.509857 -0.134673 1245970086
"242" 51.509811 -0.134829 1241829199
"243" 51.509998 -0.1345 1252279719
"244" 51.509998 -0.1345 1252274257
"245" 51.509998 -0.1345 1252274239
"246" 51.509904 -0.134196 1246220320
"247" 51.510061 -0.134249 1254069770
"248" 51.510061 -0.134249 1254069815
"249" 51.510061 -0.134249 1254069801
"250" 51.510061 -0.134249 1254069783
"251" 51.508266 -0.139775 1254319622
"252" 51.508787 -0.139249 1254319826
"253" 51.508819 -0.137366 1255450957
"254" 51.511388 -0.133334 1259252411
"255" 51.51 -0.133834 1259927479
"256" 51.510033 -0.134492 1259355238
"257" 51.510074 -0.134507 1260028163
"258" 51.510084 -0.134325 1261248829
"259" 51.510138 -0.134443 1261072760
"260" 51.509917 -0.134464 1261225876
"261" 51.508787 -0.139249 1202808908
"262" 51.50968 -0.135108 1264861523
"263" 51.509937 -0.134485 1251473600
"264" 51.509924 -0.134464 1251473582
"265" 51.508833 -0.139167 1270396935
"266" 51.510044 -0.134571 1273436167
"267" 51.494396 -0.174 1270321151
"268" 51.508632 -0.138916 1276444316
"269" 51.508448 -0.13867 1276444347
"270" 51.508465 -0.138916 1278272976
"271" 51.508465 -0.13838 1278858423
"272" 51.508408 -0.139024 1278859893
"273" 51.508368 -0.139088 1278859239
"274" 51.510278 -0.134582 1279062863
"275" 51.510278 -0.134582 1279062815
"276" 51.510278 -0.134582 1279062978
"277" 51.509787 -0.134775 1277205134
"278" 51.509777 -0.134936 1282994071
"279" 51.510211 -0.134518 1252942899
"280" 51.508338 -0.139721 1288022805
"281" 51.510755 -0.135644 1282404843
"282" 51.509914 -0.135 1284411250
"283" 51.509697 -0.134979 1292101879
"284" 51.510211 -0.134518 1293638131
"285" 51.510211 -0.134518 1293638229
"286" 51.510211 -0.134518 1293638254
"287" 51.510211 -0.134518 1293638149
"288" 51.510211 -0.134518 1293638242
"289" 51.510211 -0.134518 1293638265
"290" 51.510211 -0.134518 1293638214
"291" 51.506866 -0.142714 1174220603
"292" 51.506866 -0.142714 1174222493
"293" 51.509854 -0.135194 1177099402
"294" 51.510084 -0.134603 1180196335
"295" 51.510084 -0.134603 1180196347
"296" 51.509487 -0.135859 1183831332
"297" 51.510004 -0.134518 1185795874
"298" 51.510004 -0.134518 1185795162
"299" 51.507937 -0.140982 1183320227
"300" 51.506835 -0.143235 1183319862
"301" 51.509997 -0.135183 1185649098
"302" 51.510144 -0.13463 1188524552
"303" 51.509744 -0.135033 1191798294
"304" 51.510248 -0.134078 1196949472
"305" 51.510248 -0.134078 1196949379
"306" 51.510118 -0.134587 1197745872
"307" 51.510118 -0.134587 1197745812
"308" 51.507827 -0.135199 1200048487
"309" 51.510101 -0.134335 1199808269
"310" 51.615928 -0.132919 1203253098
"311" 51.509997 -0.133439 1205348688
"312" 51.508295 -0.138927 1205589948
"313" 51.509974 -0.134421 1209767194
"314" 51.510041 -0.134421 1218636244
"315" 51.510097 -0.134346 1199715368
"316" 51.510087 -0.13441 1212453972
"317" 51.510144 -0.134367 1230926990
"318" 51.510144 -0.134367 1230926989
"319" 51.510144 -0.134367 1230926985
"320" 51.510144 -0.134367 1230926982
"321" 51.507039 -0.142318 1231937713
"322" 51.510234 -0.13455 1229786719
"323" 51.510011 -0.134931 1232469376
"324" 51.509824 -0.134947 1240058923
"325" 51.509583 -0.135258 1244476606
"326" 51.510194 -0.133177 1246717128
"327" 51.509811 -0.134829 1247194384
"328" 51.509638 -0.134834 1248111281
"329" 51.510355 -0.134753 1249492218
"330" 51.510368 -0.134527 1249493705
"331" 51.510368 -0.134527 1249492499
"332" 51.510368 -0.134527 1249490436
"333" 51.509849 -0.134625 1250777603
"334" 51.506421 -0.13985 1253465202
"335" 51.510134 -0.134421 1253739058
"336" 51.510061 -0.134249 1254069829
"337" 51.510061 -0.134249 1254069847
"338" 51.510184 -0.135076 1256329200
"339" 51.510218 -0.134544 1246637176
"340" 51.510218 -0.134544 1246616966
"341" 51.510218 -0.134544 1246617232
"342" 51.509143 -0.135515 1259342743
"343" 51.505253 -0.142028 1263562107
"344" 51.509991 -0.134679 1267220985
"345" 51.504 -0.1485 1268830629
"346" 51.504 -0.1485 1268830579
"347" 51.504 -0.1485 1268837298
"348" 51.504 -0.1485 1268837072
"349" 51.504 -0.1485 1268837146
"350" 51.504 -0.1485 1268837365
"351" 51.455666 -0.153334 1268830530
"352" 51.504 -0.1485 1268837515
"353" 51.504 -0.1485 1268837049
"354" 51.504 -0.1485 1268830596
"355" 51.510822 -0.135539 1271407644
"356" 51.508261 -0.139743 1278272926
"357" 51.508261 -0.139743 1278272913
"358" 51.512462 -0.116487 1278701077
"359" 51.508792 -0.139281 1278852179
"360" 51.507964 -0.140579 1277060589
"361" 51.507844 -0.140837 1277060377
"362" 51.509827 -0.134464 1277205075
"363" 51.509887 -0.135033 1277204961
"364" 51.509947 -0.134367 1252942837
"365" 51.509977 -0.13455 1288190734
"366" 51.509917 -0.135515 1289664921
"367" 51.509697 -0.134979 1292102462
"368" 51.509697 -0.134979 1292103642
"369" 51.509697 -0.134979 1292105922
"370" 51.506672 -0.143208 1291489032
"371" 51.506672 -0.143208 1291488984
"372" 51.506672 -0.143208 1291488871
"373" 51.506672 -0.143208 1291488924
"374" 51.509697 -0.134979 1292105544
"375" 51.509697 -0.134979 1292103923
"376" 51.509816 -0.13492 1292074545
"377" 51.510505 -0.131471 1293638307
"378" 51.510505 -0.131471 1293638512
"379" 51.510505 -0.131471 1293638385
"380" 51.510505 -0.131471 1293638366
"381" 51.510164 -0.134636 1279975423
"382" 51.505239 -0.14618 1175033410
"383" 51.523163 -0.124347 1175435380
"384" 51.510061 -0.13455 1180316924
"385" 51.510004 -0.134518 1185795867
"386" 51.510004 -0.134518 1185795156
"387" 51.510124 -0.134582 1187120317
"388" 51.509974 -0.134888 1187533922
"389" 51.508896 -0.13794 1188741217
"390" 51.510144 -0.13463 1188524330
"391" 51.510144 -0.13463 1188524609
"392" 51.510144 -0.13463 1188524497
"393" 51.510144 -0.13463 1188524528
"394" 51.510552 -0.134003 1191095054
"395" 51.510218 -0.134636 1193869082
"396" 51.50877 -0.137919 1196501878
"397" 51.509977 -0.136063 1196986887
"398" 51.510158 -0.134378 1196962639
"399" 51.509977 -0.136063 1196986859
"400" 51.51 -0.131944 1192825105
"401" 51.509722 -0.134166 1192820967
"402" 51.509722 -0.134166 1192820967
"403" 51.509722 -0.134166 1192820912
"404" 51.509722 -0.134166 1192820912
"405" 51.509722 -0.133333 1192792055
"406" 51.509722 -0.133333 1192792034
"407" 51.509722 -0.134444 1192791229
"408" 51.508333 -0.131666 1192792321
"409" 51.508333 -0.131666 1192792310
"410" 51.509722 -0.133611 1192973350
"411" 51.509722 -0.133333 1192973259
"412" 51.51 -0.132222 1192973085
"413" 51.509722 -0.133333 1192973278
"414" 51.51 -0.1325 1192973154
"415" 51.51 -0.132222 1192973102
"416" 51.51 -0.1325 1192973143
"417" 51.508802 -0.139228 1199301133
"418" 51.506755 -0.142221 1192804528
"419" 51.510164 -0.134625 1195341511
"420" 51.510037 -0.133531 1167609666
"421" 51.510037 -0.133531 1167609921
"422" 51.510037 -0.133531 1167609674
"423" 51.508776 -0.136187 1201970665
"424" 51.510031 -0.134539 1206370413
"425" 51.509837 -0.13455 1208550755
"426" 51.510218 -0.13441 1209747926
"427" 51.510218 -0.13441 1209763385
"428" 51.510646 -0.13042 1192975224
"429" 51.509834 -0.133333 1192842441
"430" 51.510592 -0.130087 1192975182
"431" 51.510206 -0.133115 1192978351
"432" 51.509667 -0.1345 1192841550
"433" 51.510332 -0.132437 1192978292
"434" 51.509499 -0.134667 1192841426
"435" 51.509667 -0.134333 1192841618
"436" 51.510131 -0.133488 1192978468
"437" 51.509667 -0.1345 1192841527
"438" 51.510206 -0.133115 1192978323
"439" 51.509361 -0.135609 1217077163
"440" 51.508411 -0.138884 1217877522
"441" 51.510057 -0.134561 1221772999
"442" 51.508648 -0.139367 1224016127
"443" 51.510071 -0.135113 1227046030
"444" 51.510071 -0.135113 1227046076
"445" 51.510111 -0.134346 1228947070
"446" 51.511727 -0.132533 1228950771
"447" 51.511106 -0.133928 1228941984
"448" 51.51145 -0.132136 1228939721
"449" 51.511106 -0.133928 1228939331
"450" 51.510278 -0.134593 1228938812
"451" 51.511106 -0.133928 1228939312
"452" 51.510144 -0.134367 1228057932
"453" 51.510134 -0.134582 1228493060
"454" 51.510178 -0.135 1231497911
"455" 51.510114 -0.134421 1223732408
"456" 51.508922 -0.13853 1231845010
"457" 51.510001 -0.135108 1232055908
"458" 51.508395 -0.138391 1232215962
"459" 51.510104 -0.134561 1232128940
"460" 51.508121 -0.139501 1231708473
"461" 51.510111 -0.134443 1232130022
"462" 51.509931 -0.134689 1234286661
"463" 51.50778 -0.140097 1234014435
"464" 51.509954 -0.134367 1235913677
"465" 51.510001 -0.134614 1216059663
"466" 51.510031 -0.13499 1237722817
"467" 51.510111 -0.134684 1241004070
"468" 51.50981 -0.134829 1241473277
"469" 51.5125 -0.136945 1242133357
"470" 51.509911 -0.134464 1233573297
"471" 51.509383 -0.134512 1239463748
"472" 51.510094 -0.135389 1243509625
"473" 51.510094 -0.135389 1243509202
"474" 51.509971 -0.134528 1246667176
"475" 51.509083 -0.134153 1246720661
"476" 51.509931 -0.134453 1246711605
"477" 51.509931 -0.134453 1246711600
"478" 51.509072 -0.133917 1246711716
"479" 51.507911 -0.140333 1247141272
"480" 51.510101 -0.134367 1238793330
"481" 51.509811 -0.134829 1248728204
"482" 51.510368 -0.134527 1249492490
"483" 51.510368 -0.134527 1249493930
"484" 51.510368 -0.134527 1249492515
"485" 51.511279 -0.134174 1249493824
"486" 51.510355 -0.134753 1249492355
"487" 51.510368 -0.134527 1249492396
"488" 51.510355 -0.134753 1249492247
"489" 51.510355 -0.134753 1249492295
"490" 51.510388 -0.134892 1249493775
"491" 51.510355 -0.134753 1249492207
"492" 51.509931 -0.134603 1250290968
"493" 51.509849 -0.134625 1250777621
"494" 51.510198 -0.132376 1251788963
"495" 51.510051 -0.134619 1251789061
"496" 51.508762 -0.139281 1253373084
"497" 51.509883 -0.134367 1253785708
"498" 51.508762 -0.139281 1254473933
"499" 51.510184 -0.135076 1256329396
"500" 51.509811 -0.134829 1260460152
"501" 51.509811 -0.134829 1260460167
"502" 51.510436 -0.134498 1261473735
"503" 51.509593 -0.135151 1261598220
"504" 51.504755 -0.141888 1263562209
"505" 51.50982 -0.134764 1181469473
"506" 51.508472 -0.139002 1258822349
"507" 51.510298 -0.134603 1270078735
"508" 51.508876 -0.139324 1273603707
"509" 51.509306 -0.135526 1274266960
"510" 51.508876 -0.139324 1274989247
"511" 51.50987 -0.134582 1277857612
"512" 51.523069 -0.124389 1275159368
"513" 51.508465 -0.138916 1278272951
"514" 51.508909 -0.139346 1279475866
"515" 51.510071 -0.134362 1278239959
"516" 51.50755 -0.141513 1277204292
"517" 51.508585 -0.13911 1277204541
"518" 51.50961 -0.134652 1283968744
"519" 51.508401 -0.139077 1286829597
"520" 51.510077 -0.134561 1286029278
"521" 51.508682 -0.137618 1288021724
"522" 51.507797 -0.1403 1288022614
"523" 51.508592 -0.133616 1289347634
"524" 51.510161 -0.134507 1255022107
"525" 51.510017 -0.134941 1288929343
"526" 51.510017 -0.134941 1288929384
"527" 51.5114 -0.133264 1290158376
"528" 51.509697 -0.134979 1292103902
"529" 51.509697 -0.134979 1292101649
"530" 51.509697 -0.134979 1292103023
"531" 51.506672 -0.143208 1291489028
"532" 51.510017 -0.134528 1291478989
"533" 51.509697 -0.134979 1292276648
"534" 51.509697 -0.134979 1292105510
"535" 51.509697 -0.134979 1292103724
"536" 51.509697 -0.134979 1292103479
"537" 51.5085 -0.1385 1291027616
"538" 51.508598 -0.138058 1293025548
"539" 51.505166 -0.144104 1292855627
"540" 51.510213 -0.1347 1293498487
"541" 51.510213 -0.1347 1293498469
"542" 51.507767 -0.140579 1282973701
"543" 51.509887 -0.133391 1170543621
"544" 51.510331 -0.134614 1170543631
"545" 51.509924 -0.134555 1171130018
"546" 51.509924 -0.134555 1171129931
"547" 51.509924 -0.134555 1171129952
"548" 51.509924 -0.134555 1171130069
"549" 51.510007 -0.134389 1175777551
"550" 51.510007 -0.134389 1175777587
"551" 51.510007 -0.134389 1175777392
"552" 51.510532 -0.131074 1177944891
"553" 51.506278 -0.14412 1181560686
"554" 51.509904 -0.134603 1185830415
"555" 51.509904 -0.134603 1185832464
"556" 51.506672 -0.142918 1185311128
"557" 51.510124 -0.134582 1187120279
"558" 51.509951 -0.134432 1188107787
"559" 51.508989 -0.136535 1188741903
"560" 51.50961 -0.135971 1192714379
"561" 51.509423 -0.135982 1192714350
"562" 51.510251 -0.134561 1196177295
"563" 51.509844 -0.135333 1197751199
"564" 51.510017 -0.134958 1197751770
"565" 51.509557 -0.134797 1197743907
"566" 51.509984 -0.134491 1180520563
"567" 51.508776 -0.136187 1201972225
"568" 51.508776 -0.136187 1201972204
"569" 51.508896 -0.139485 1203173102
"570" 51.509286 -0.136476 1205596319
"571" 51.509413 -0.135805 1209565727
"572" 51.509667 -0.135102 1202922208
"573" 51.510138 -0.134389 1210887695
"574" 51.509096 -0.136899 1212187539
"575" 51.50731 -0.141427 1212154130
"576" 51.509667 -0.1345 1192841480
"577" 51.505613 -0.0753 1213144362
"578" 51.509991 -0.134786 1213144376
"579" 51.509991 -0.134786 1213144385
"580" 51.509991 -0.134689 1215474957
"581" 51.509991 -0.134689 1215474482
"582" 51.509951 -0.134432 1214100122
"583" 51.509343 -0.137157 1219413372
"584" 51.503428 -0.280929 1220960119
"585" 51.509777 -0.135 1221318813
"586" 51.510044 -0.134947 1221737488
"587" 51.510031 -0.134925 1221563391
"588" 51.510031 -0.134925 1221563425
"589" 51.510031 -0.134925 1221563186
"590" 51.510031 -0.134925 1221563326
"591" 51.510031 -0.134925 1221563153
"592" 51.508648 -0.139367 1222888096
"593" 51.509122 -0.13654 1222523311
"594" 51.510114 -0.134571 1224259779
"595" 51.50684 -0.142784 1227580469
"596" 51.510184 -0.134721 1227024664
"597" 51.510037 -0.133434 1228127232
"598" 51.510178 -0.133616 1229075286
"599" 51.511106 -0.133928 1228942491
"600" 51.511106 -0.133928 1228943130
"601" 51.511106 -0.133928 1228943107
"602" 51.509106 -0.136771 1230051006
"603" 51.50978 -0.134947 1231498101
"604" 51.506896 -0.142747 1231937784
"605" 51.509944 -0.134282 1223732408
"606" 51.507006 -0.142259 1233224020
"607" 51.508695 -0.137763 1231708611
"608" 51.50766 -0.127941 1234824065
"609" 51.510154 -0.134679 1235325353
"610" 51.509824 -0.134561 1234528929
"611" 51.513101 -0.101128 1236946375
"612" 51.503036 -0.280312 1233455249
"613" 51.510027 -0.134528 1269191443
"614" 51.512222 -0.135556 1238589331
"615" 51.509834 -0.134239 1238270222
"616" 51.509951 -0.134775 1206371922
"617" 51.508939 -0.139356 1240056699
"618" 51.508752 -0.139346 1240056285
"619" 51.503251 -0.142221 1240573093
"620" 51.510174 -0.13441 1229182454
"621" 51.510174 -0.13441 1229182445
"622" 51.506271 -0.141985 1240944120
"623" 51.490328 -0.215558 1237053138
"624" 51.509951 -0.134732 1241990144
"625" 51.509951 -0.134732 1241990288
"626" 51.504929 -0.146614 1243087578
"627" 51.510081 -0.134464 1242763537
"628" 51.508662 -0.136588 1243093940
"629" 51.510094 -0.135389 1243509094
"630" 51.510094 -0.135389 1243509108
"631" 51.513838 -0.10092 1243613626
"632" 51.509877 -0.134668 1245269109
"633" 51.508876 -0.139356 1246569384
"634" 51.509029 -0.139485 1246569247
"635" 51.508876 -0.139356 1246569409
"636" 51.511926 -0.131631 1246973419
"637" 51.505718 -0.122193 1247143753
"638" 51.511318 -0.135955 1246980767
"639" 51.511318 -0.135955 1246980753
"640" 51.511318 -0.135955 1246980764
"641" 51.505928 -0.126886 1247131611
"642" 51.509931 -0.134453 1246711694
"643" 51.508842 -0.13676 1247870586
"644" 51.509916 -0.133723 1246544872
"645" 51.510171 -0.134475 1249403103
"646" 51.510355 -0.134753 1249493529
"647" 51.509694 -0.134528 1249742663
"648" 51.509562 -0.135097 1250281205
"649" 51.509562 -0.135097 1250285680
"650" 51.509562 -0.135097 1250286510
"651" 51.509562 -0.135097 1250287186
"652" 51.509562 -0.135097 1250286308
"653" 51.509562 -0.135097 1250285612
"654" 51.509562 -0.135097 1250287071
"655" 51.509562 -0.135097 1250287405
"656" 51.509562 -0.135097 1250281453
"657" 51.509562 -0.135097 1250281195
"658" 51.509562 -0.135097 1250285435
"659" 51.508849 -0.139447 1251789549
"660" 51.508929 -0.139811 1251789626
"661" 51.508849 -0.139447 1251789528
"662" 51.508762 -0.139281 1253369890
"663" 51.508762 -0.139281 1253375914
"664" 51.508635 -0.138058 1253797521
"665" 51.510311 -0.132544 1251026336
"666" 51.50972 -0.134636 1251026515
"667" 51.51023 -0.134625 1250960087
"668" 51.509911 -0.134464 1252856918
"669" 51.509911 -0.134464 1252856543
"670" 51.509911 -0.134464 1252856752
"671" 51.509911 -0.134464 1252857147
"672" 51.509911 -0.134464 1252857233
"673" 51.508762 -0.139281 1254473831
"674" 51.508762 -0.139281 1254473865
"675" 51.50989 -0.134121 1254437823
"676" 51.509931 -0.134603 1253912784
"677" 51.503399 -0.141707 1257177105
"678" 51.504015 -0.142161 1257177061
"679" 51.50972 -0.134636 1251026535
"680" 51.509814 -0.134668 1258473360
"681" 51.510017 -0.134861 1249831944
"682" 51.509283 -0.136127 1260901002
"683" 51.509694 -0.134743 1261597381
"684" 51.508261 -0.13971 1259864062
"685" 51.508261 -0.13971 1259863982
"686" 51.508765 -0.139389 1261829887
"687" 51.504755 -0.141888 1263562201
"688" 51.510044 -0.134518 1181469443
"689" 51.510375 -0.134485 1181469502
"690" 51.510061 -0.13441 1257002563
"691" 51.50989 -0.134325 1265913079
"692" 51.510144 -0.134561 1266325531
"693" 51.510044 -0.134721 1222043368
"694" 51.510044 -0.134721 1222043268
"695" 51.510044 -0.134721 1222042617
"696" 51.510051 -0.134325 1267805948
"697" 51.510136 -0.134866 1241472290
"698" 51.509199 -0.136191 1267816310
"699" 51.510315 -0.134571 1218447108
